maximum value=1015792
1000	1200
1000	880
1000	944
1000	1008
1000	784
1000	880
1000	1136
1000	848
1000	848
1000	880
1000	752
1000	1136
1000	1072
1000	1008
1000	880
1000	784
1000	912
1000	976
1000	944
1000	944
1000	1072
1000	912
1000	976
1000	1136
1000	1072
1000	848
1000	1072
1000	816
1000	944
1000	816
1000	1008
1000	1008
1000	1072
1000	944
1000	816
1000	1136
1000	944
1000	1008
1000	1008
1000	944
1000	944
1000	1264
1000	848
1000	912
1000	912
1000	816
1000	880
1000	944
1000	816
1000	1200
1000	1008
1000	720
1000	816
1000	1008
1000	912
1000	944
1000	1008
1000	816
1000	1072
1000	1008
1000	784
1000	1008
1000	1008
1000	1264
1000	848
1000	1072
1000	1008
1000	816
1000	720
1000	848
1000	816
1000	1072
1000	1008
1000	912
1000	1200
1000	1200
1000	1392
1000	1200
1000	848
1000	976
1000	944
1000	1072
1000	1072
1000	1008
1000	880
1000	880
1000	1136
1000	976
1000	1008
1000	1456
1000	1200
1000	944
1000	1200
1000	1200
1000	1072
1000	976
1000	816
1000	880
1000	816
1000	912
1000	1072
1000	1008
1000	880
1000	1008
1000	816
1000	944
1000	816
1000	848
1000	816
1000	720
1000	912
1000	912
1000	1008
1000	880
1000	784
1000	1072
1000	848
1000	944
1000	784
1000	1072
1000	1008
1000	976
1000	1136
1000	1136
1000	944
1000	976
1000	816
1000	944
1000	1136
1000	912
1000	784
1000	976
1000	1008
1000	912
1000	944
1000	1264
1000	848
